6
2
4 5
5 1
2 2
4 3
1 3
3 4
43	29	13	28	20	42	45	31	33	23	46	49	47	19	34	28	14	43	12	10
34	34	41	10	15	30	49	24	24	50	12	34	35	43	31	46	32	34	39	41
1 5   
1.5 10
1
1.5
29	26	15	20	1	46	44	16	6	12	33	19	27	32	13	25	50	44	26	7
0	5	47	43	21	13	35	48	36	5	11	17	17	27	5	31	3	24	49	39
35	0	26	48	48	23	1	35	45	40	34	26	6	47	8	30	20	29	9	47
20	17	0	14	35	39	27	5	10	10	5	11	35	31	5	39	37	13	11	18
44	4	40	0	38	14	14	35	25	44	24	41	12	46	12	5	47	15	20	17
8	7	19	24	0	43	24	37	10	13	26	30	5	49	40	49	23	7	8	19
13	41	23	33	13	0	10	22	35	6	24	25	39	47	5	14	44	8	37	1
44	18	2	26	20	3	0	33	4	12	1	46	15	23	35	4	27	37	3	14
10	20	30	29	3	5	24	0	8	7	16	39	23	31	34	38	5	3	6	25
21	39	30	48	25	21	4	47	0	35	13	32	38	45	13	31	29	9	43	2
22	45	16	22	46	1	25	43	35	0	46	30	21	13	26	42	20	21	31	33
10	3	15	6	16	37	10	23	7	24	0	25	25	46	19	43	6	35	21	29
7	38	45	14	1	14	47	26	26	47	32	0	38	29	31	12	9	10	21	7
25	41	14	12	5	11	15	29	3	32	20	4	0	4	9	23	36	31	35	1
7	5	2	24	10	9	10	32	48	8	5	39	41	0	2	4	37	44	34	46
34	36	4	4	5	1	40	39	42	39	19	50	5	28	0	25	10	32	25	25
11	40	26	12	13	30	17	18	32	50	41	6	41	16	8	0	6	7	48	1
46	48	40	31	18	14	11	31	35	12	50	38	45	39	49	25	0	3	30	40
14	28	6	50	40	11	40	15	2	31	8	1	7	2	29	23	3	0	4	20
11	2	17	47	3	21	42	5	43	19	15	39	26	29	1	6	45	37	0	46
11	39	48	33	15	36	48	26	7	13	40	25	13	36	23	22	12	5	47	0
7	30	43	31	35	7	35	28	36	7	1	31	29	33	23	31	14	50	12	18
0	39	39	16	43	10	45	13	30	35	4	14	48	49	46	50	16	8	39	46
27	0	16	2	25	29	10	2	20	47	20	16	4	27	46	29	3	50	34	40
44	45	0	13	22	12	19	31	48	19	35	27	24	34	7	8	16	50	6	36
6	44	36	0	28	17	37	9	17	9	42	46	44	35	4	35	33	25	16	46
32	33	1	32	0	10	3	47	48	45	3	36	31	40	18	19	48	33	6	24
26	29	23	13	2	0	37	21	29	30	48	33	1	33	9	50	5	15	25	30
38	50	16	31	12	2	0	34	40	22	49	26	19	26	7	34	41	4	36	31
24	16	34	4	36	45	30	0	35	5	23	34	49	37	5	36	32	9	2	27
15	7	15	8	4	2	28	12	0	27	21	50	38	31	6	2	10	29	34	46
30	40	39	7	24	9	8	23	11	0	39	37	18	14	31	31	18	42	44	46
39	1	31	50	13	38	34	38	4	21	0	18	3	40	21	1	8	17	2	43
48	12	18	23	18	9	10	13	17	22	10	0	47	11	1	12	19	49	16	45
10	8	42	46	32	40	8	41	25	41	7	4	0	30	8	35	13	6	26	31
5	15	29	49	33	14	34	48	21	37	27	50	34	0	5	2	23	36	30	2
7	12	31	46	12	49	19	4	9	10	4	12	21	4	0	23	37	14	8	25
14	1	44	40	8	18	49	13	28	5	14	34	1	32	16	0	45	25	25	21
13	37	35	34	48	11	10	5	34	12	39	41	12	32	46	2	0	49	49	40
22	40	28	14	35	7	36	25	2	4	45	38	33	21	6	37	29	0	30	50
11	12	30	8	9	33	21	4	15	3	28	25	32	8	11	41	6	4	0	46
2	36	23	13	23	36	29	43	34	9	23	13	9	40	42	34	34	4	29	0
