4
5
4	4	3	2	5
2	4	2	3	1
5	1	4	3	4
1	3	4	2	3
20	43	25	18	26	15	23	12	37	45	23	41	27	34	39	13	45	15	10	10	17	13	22	11	45	47	29	22	37	17	21	37	10	46	45	32	20	43	41	21	25	39	34	49	36	20	25	39	36	10	26	21	39	23	33	49	44	28	33	47	34	36	37	19	13	12	21	17	15	28	38	11	35	24	50	12	50	27	14	19	40	42	22	26	17	38	21	18	37	42	21	22	46	17	36	16	49	23	33	32
12	42	26	43	40	31	35	45	22	45	48	45	13	45	27	12	17	50	50	49	44	24	33	40	39	15	23	17	28	19	18	41	27	32	46	42	28	10	24	44	36	17	11	17	49	22	23	24	24	36	22	14	19	32	31	47	36	11	32	44	28	26	10	28	14	17	10	33	10	43	37	17	26	32	44	48	14	28	39	27	48	28	15	45	41	35	34	43	42	11	10	37	10	29	33	46	32	35	37	22
19	41	35	48	35	42	31	28	15	27	35	22	43	43	28	49	37	25	18	49	39	19	22	39	43	34	17	43	17	24	20	24	40	34	11	34	43	44	40	12	43	28	26	22	11	33	31	28	22	26	37	23	34	12	40	43	17	22	34	39	33	31	39	13	27	46	47	26	44	49	17	24	10	18	27	45	14	25	42	26	11	33	15	31	42	21	41	21	40	36	34	48	34	32	16	33	47	25	35	32
48	32	25	38	39	47	31	36	20	23	37	40	48	41	49	25	26	16	19	30	41	24	17	44	21	13	23	43	10	37	10	36	22	21	13	26	31	22	22	34	33	49	44	21	36	36	26	41	47	46	48	42	50	30	18	14	13	47	39	11	44	33	22	46	43	45	47	35	30	45	13	21	41	20	33	29	23	29	11	26	32	22	18	46	34	11	30	47	11	39	37	42	22	27	22	10	26	35	28	45
35	36	32	41	44	32	16	14	49	33	48	27	39	31	49	15	12	13	16	12	16	10	40	21	43	41	31	36	42	41	29	36	21	46	11	18	47	50	23	25	22	24	50	24	16	10	50	39	44	24	15	43	11	10	37	22	47	37	42	27	27	34	46	18	19	47	16	10	26	44	35	39	31	32	19	24	23	40	42	50	46	21	25	41	47	35	49	13	48	50	32	14	16	26	48	38	20	29	38	50
1 5   
1.5 10
1
1.5
44	40	10	30	11	11	24	32	24	30	27	3	37	40	46	23	47	2	46	47	44	26	31	35	29	19	34	43	18	5	15	45	33	37	1	17	45	8	5	39	30	6	33	36	37	33	1	41	45	27	15	41	6	27	27	42	44	6	12	9	25	37	43	36	14	48	30	36	38	47	26	12	18	28	47	23	7	16	38	25	14	48	45	31	21	31	50	2	47	15	24	41	35	35	41	50	9	9	42	41
