6
2
5 1
3 1
2 1
5 3
2 3
2 3
14	22	12	32	30	11	36	31	22	15	17	38	23	14	22	38	35	18	46	47	45	23	33	23	11	41	33	34	15	39	21	19	27	39	26	25	17	20	50	46	38	29	15	42	21	42	39	41	44	18
19	49	28	46	27	20	43	49	14	30	46	38	19	47	45	29	44	49	41	37	39	25	19	29	47	32	10	22	38	17	26	15	38	22	29	16	29	24	35	49	27	39	50	33	11	25	30	22	35	36
1 5   
1.5 10
1
1.5
6	39	22	25	32	17	5	48	19	48	42	50	20	12	46	4	13	49	2	17	7	22	28	39	37	38	44	24	10	27	13	32	2	15	33	46	40	32	17	25	40	11	30	11	17	21	43	48	4	16
0	12	44	30	50	20	28	4	30	25	43	27	44	5	6	38	38	47	35	41	10	36	26	32	1	19	45	34	33	42	35	21	44	47	3	50	17	48	47	31	17	19	50	32	48	47	6	7	33	39
27	0	18	6	26	34	14	24	37	24	50	9	17	22	34	47	22	12	3	41	26	23	7	43	16	41	39	2	26	10	35	14	44	46	39	4	31	13	17	43	13	40	37	44	37	16	46	13	3	31
10	38	0	8	6	10	27	35	5	48	14	22	38	17	18	21	21	33	5	11	5	8	13	23	46	50	33	38	28	48	6	32	18	26	22	10	46	49	12	40	35	33	36	7	27	18	14	16	14	29
21	33	27	0	4	24	39	44	31	34	29	19	10	7	29	7	37	23	30	18	46	17	19	46	22	14	48	48	35	13	26	2	10	31	10	23	22	19	35	4	21	21	33	43	27	26	23	34	6	46
47	41	29	36	0	40	38	40	5	1	27	25	35	40	15	21	42	49	15	5	28	48	24	26	41	36	30	9	11	39	50	5	7	43	13	16	34	41	10	35	35	42	25	9	13	7	16	17	39	28
30	13	6	41	7	0	46	48	41	49	15	19	43	28	22	17	37	25	26	47	22	5	48	25	9	21	46	28	44	38	16	25	39	48	36	12	16	1	25	32	47	35	36	42	45	17	24	41	31	3
47	30	9	4	4	14	0	11	50	4	26	37	41	5	3	27	13	20	33	25	17	29	47	6	46	25	43	29	1	26	12	29	28	17	37	27	8	39	16	24	20	21	39	49	4	28	11	48	8	28
13	21	42	40	50	40	12	0	18	5	37	32	13	32	27	13	12	41	7	14	1	3	3	31	20	41	8	41	49	8	11	46	42	28	27	38	30	35	45	30	11	31	49	38	48	13	15	29	50	43
12	37	24	4	40	23	39	25	0	32	11	10	23	50	2	31	10	9	39	4	46	27	38	50	21	36	43	8	8	10	1	25	44	1	25	13	40	29	25	32	28	49	23	9	2	43	29	8	5	2
26	11	27	37	35	4	10	20	40	0	5	36	10	22	43	7	49	47	50	33	32	35	10	2	24	24	46	23	24	3	22	31	47	28	21	28	40	13	12	17	1	16	18	28	49	22	9	32	50	11
32	45	7	19	2	25	40	32	21	14	0	43	21	42	5	38	28	26	50	30	29	33	23	30	50	43	37	40	35	5	12	45	12	2	29	32	14	22	50	27	16	37	50	33	4	41	1	21	24	7
18	8	16	1	49	13	25	29	2	5	24	0	21	3	42	32	3	11	19	35	43	5	1	33	34	35	8	9	5	16	19	35	43	6	14	9	24	43	24	27	4	50	49	14	19	17	34	39	33	40
23	39	22	23	2	43	35	9	43	25	34	38	0	28	17	7	22	40	13	32	30	1	9	19	15	41	21	40	46	21	19	30	20	11	29	40	24	8	10	9	10	46	42	49	17	30	22	14	24	8
15	21	47	33	25	43	19	14	41	23	27	17	27	0	28	8	47	35	39	35	30	25	23	5	26	32	14	46	19	42	21	45	27	11	50	21	44	10	24	25	1	26	45	46	2	46	15	37	3	5
44	43	24	26	50	41	28	33	39	31	6	28	25	39	0	1	15	25	18	15	4	28	2	40	4	16	27	39	19	42	37	24	25	25	7	39	20	38	1	33	28	34	5	35	44	18	19	34	33	18
50	25	44	35	19	26	13	4	21	13	12	11	11	45	45	0	33	23	26	23	37	45	29	2	45	2	29	40	8	6	7	11	28	21	19	33	28	31	43	49	22	4	14	24	45	16	50	44	26	12
24	4	20	11	6	29	1	26	30	42	1	44	29	9	40	9	0	13	13	32	37	42	25	48	3	2	46	24	18	8	11	15	3	22	17	17	34	24	7	13	1	49	14	2	44	32	23	3	23	33
38	23	31	39	8	22	45	6	36	1	13	11	35	33	24	11	43	0	34	43	20	20	15	30	17	44	18	18	41	17	11	39	35	1	9	46	13	41	12	37	45	44	31	10	10	44	27	36	2	30
38	49	33	44	45	17	30	50	17	4	41	13	18	11	45	50	29	39	0	24	8	39	3	42	6	25	11	7	18	11	33	23	12	21	11	40	1	7	49	15	30	26	28	9	21	9	20	36	28	43
42	22	1	14	39	11	14	34	21	18	39	5	35	41	18	32	49	39	50	0	26	37	49	14	24	4	14	17	27	31	36	24	36	15	15	3	8	13	10	9	20	28	40	1	30	30	36	41	9	42
42	19	30	11	21	7	14	38	33	43	26	8	46	12	41	22	6	49	5	20	0	29	47	28	1	30	29	6	14	42	16	18	46	25	8	24	15	21	24	25	9	30	41	42	14	14	22	39	40	34
44	17	33	26	46	31	10	11	3	6	29	10	34	27	13	32	2	26	27	46	11	0	15	26	2	47	40	6	1	10	18	50	30	27	33	45	38	36	36	23	32	4	28	6	32	2	29	49	36	45
3	46	42	29	10	34	49	28	7	38	2	40	33	9	38	30	13	32	33	16	47	9	0	32	17	1	2	29	27	37	18	32	1	34	24	2	10	23	36	35	36	36	4	49	16	19	6	11	4	44
30	31	41	17	36	35	47	48	39	21	29	11	38	12	27	12	22	36	30	30	25	28	47	0	34	33	37	1	34	26	4	49	32	28	3	12	16	15	1	1	19	26	22	17	32	13	2	50	29	48
30	26	17	30	21	30	34	28	8	17	24	15	3	4	9	11	49	47	22	20	30	16	30	34	0	35	38	45	14	27	14	2	11	41	42	18	25	6	24	27	2	31	46	24	4	32	10	22	29	4
28	37	34	2	49	34	50	29	40	19	15	40	24	8	42	48	37	41	26	47	10	6	29	50	48	0	37	10	35	2	21	35	50	22	42	47	2	28	31	41	2	9	16	3	45	47	43	8	6	37
17	28	30	27	41	11	24	21	10	49	10	29	47	12	29	43	40	28	37	49	8	17	12	8	1	6	0	43	17	22	6	11	34	13	3	43	50	9	17	19	48	28	40	43	30	2	2	10	42	41
43	20	9	25	39	24	49	12	34	41	23	45	7	29	44	48	44	18	47	26	27	5	15	14	12	32	26	0	43	3	7	34	3	20	35	46	33	31	7	24	20	21	4	4	19	39	42	15	39	9
39	23	37	1	7	40	12	30	32	25	20	2	8	25	15	15	46	27	4	8	25	2	11	2	31	2	15	48	0	45	50	28	25	3	20	35	11	44	10	5	11	11	3	46	33	42	12	17	10	47
26	25	14	45	38	8	18	44	10	6	36	18	15	49	21	49	40	19	10	12	24	47	31	27	37	6	47	27	20	0	44	12	36	46	47	32	49	42	43	37	30	31	27	6	40	44	43	47	6	35
48	4	45	35	13	1	28	44	3	15	14	44	34	46	14	1	2	17	24	18	36	43	23	32	50	32	18	38	14	1	0	36	22	19	36	27	19	15	31	13	16	17	4	49	21	50	20	43	7	50
37	15	27	12	13	3	50	23	24	13	48	47	39	38	30	21	49	6	34	1	31	45	24	37	6	15	50	33	12	35	48	0	32	9	41	23	49	45	31	44	19	45	44	42	46	18	31	37	50	10
37	6	19	30	18	24	23	28	50	11	37	22	18	43	42	13	46	40	17	9	37	38	48	36	46	48	47	1	28	20	43	40	0	24	37	40	42	36	12	16	14	44	30	10	45	21	7	16	37	9
19	23	1	23	28	7	35	31	24	25	47	45	47	30	50	33	30	40	19	8	23	12	6	44	46	22	34	6	12	41	7	16	38	0	48	8	15	8	5	37	37	8	8	47	38	7	17	36	28	11
17	42	11	21	14	14	4	19	24	35	2	25	33	7	39	2	40	4	41	27	26	23	24	8	34	22	7	13	37	43	21	21	11	44	0	34	16	1	32	35	24	49	46	19	39	33	16	37	31	2
41	11	8	36	14	48	47	18	42	36	18	3	22	46	39	8	4	32	27	22	10	50	13	22	31	19	31	10	1	43	6	19	25	45	15	0	12	14	12	25	29	47	41	9	23	31	40	50	48	24
39	27	22	16	35	28	8	10	43	24	12	4	42	9	16	4	32	19	37	32	49	39	9	24	16	18	49	37	19	36	22	7	34	6	2	12	0	36	9	43	10	19	44	15	44	43	43	49	25	20
13	18	48	48	47	44	44	2	1	13	50	20	31	24	46	40	3	6	48	29	2	32	5	39	39	30	18	18	29	49	44	12	2	21	44	2	30	0	29	19	37	24	14	15	14	40	46	8	43	44
11	46	35	1	37	27	45	39	38	40	22	33	15	32	43	17	3	41	29	6	3	43	6	19	44	22	38	26	6	38	15	4	15	43	45	44	16	19	0	32	30	9	48	47	18	34	26	28	29	47
8	22	8	30	1	16	20	49	33	43	3	11	12	4	4	35	34	47	47	40	16	23	29	43	15	35	48	27	45	6	28	8	19	7	25	33	38	40	22	0	27	18	42	23	36	40	44	30	12	39
1	5	6	19	3	7	7	8	39	3	13	24	13	2	50	20	47	9	25	30	12	35	32	38	14	48	47	48	21	23	2	34	19	16	25	33	38	45	5	30	0	47	9	40	43	30	33	7	13	41
48	30	34	19	39	47	29	23	27	31	35	6	35	49	42	50	12	24	41	35	39	2	12	27	6	20	34	21	11	3	47	43	37	25	43	27	40	30	2	28	9	0	19	49	10	41	23	28	44	24
21	10	23	42	26	47	13	12	40	8	47	10	12	49	45	4	47	28	43	9	42	32	27	5	16	10	30	22	47	45	15	16	46	40	21	19	11	18	45	40	22	35	0	2	9	22	3	28	37	4
17	20	17	19	39	22	37	7	16	25	27	29	28	44	33	32	9	16	44	14	38	37	44	35	23	47	15	8	47	12	16	48	22	24	27	10	18	2	8	39	11	18	8	0	20	43	33	13	36	24
9	39	46	15	45	36	49	12	33	45	7	20	13	2	18	32	23	37	8	39	28	31	28	1	33	33	48	30	45	4	31	12	19	35	39	2	49	27	2	49	41	13	19	28	0	7	31	46	23	13
2	36	43	15	40	21	37	16	21	25	2	28	14	24	15	16	36	10	13	32	2	45	9	36	4	30	26	8	37	42	15	6	46	16	21	50	5	18	31	7	4	39	17	45	3	0	3	49	30	8
32	20	30	22	17	17	12	3	18	46	39	48	38	33	2	41	20	46	19	41	44	1	13	15	18	39	13	6	49	8	49	45	21	34	44	8	10	23	37	18	30	34	48	13	12	7	0	3	22	49
45	48	43	48	44	13	20	14	39	11	5	17	22	24	6	49	24	27	16	39	23	24	42	25	38	15	49	8	16	15	34	42	1	39	43	47	32	20	27	7	19	12	30	21	24	40	14	0	44	22
3	37	29	22	36	3	8	6	20	46	22	14	7	6	18	20	33	20	35	35	7	47	16	46	48	33	3	27	32	46	46	30	49	16	21	28	42	40	1	12	17	48	3	35	27	48	40	49	0	6
35	39	37	41	28	28	14	39	22	22	39	35	36	5	11	27	34	18	44	26	17	8	35	4	44	16	17	28	22	30	39	21	31	29	1	43	50	42	3	46	46	27	5	4	25	30	45	34	29	0
33	43	6	20	9	43	34	26	19	15	50	47	37	43	38	24	41	35	48	48	25	45	32	45	38	16	38	17	17	42	6	29	2	13	21	13	38	14	39	19	20	1	17	14	47	11	19	8	41	26
0	3	50	15	28	29	20	16	8	28	36	16	11	12	6	8	9	31	32	1	9	41	14	18	31	42	8	34	28	24	36	50	32	30	41	3	21	6	34	50	35	13	34	41	31	24	22	36	46	13
35	0	21	4	6	19	18	44	17	21	29	25	35	33	32	8	44	27	28	42	13	7	17	48	21	14	43	25	26	8	41	10	10	22	38	33	32	8	28	3	11	9	49	8	4	46	17	30	31	28
21	18	0	48	18	30	35	6	21	39	8	13	48	2	47	26	16	16	41	11	41	39	27	26	31	37	49	31	17	49	6	12	1	13	1	11	21	28	2	44	6	30	29	37	6	14	12	36	47	34
