2
2
4 2
3 3
19	30	13	37	30	18	24	23	24	49	21	37	50	15	33	40	16	32	17	50	46	13	38	26	36	24	34	12	27	46	31	37	17	39	26	25	19	48	16	36	40	21	45	28	22	18	50	24	42	29	26	22	40	19	21	20	30	16	35	40	47	22	14	22	12	32	30	11	36	31	22	15	17	38	23	14	22	38	35	18	46	47	45	23	33	23	11	41	33	34	15	39	21	19	27	39	26	25	17	20
26	26	13	16	40	19	26	19	14	30	26	36	32	36	13	39	15	46	22	16	15	42	45	22	16	33	35	38	16	50	29	45	24	27	11	25	50	24	47	18	40	17	30	17	42	31	24	49	47	34	44	14	32	50	30	25	45	21	17	45	15	44	19	49	28	46	27	20	43	49	14	30	46	38	19	47	45	29	44	49	41	37	39	25	19	29	47	32	10	22	38	17	26	15	38	22	29	16	29	24
1 5   
1.5 10
1
1.5
8	40	22	43	46	4	42	26	14	42	46	47	13	11	37	44	50	36	23	26	32	20	2	34	34	21	39	29	24	4	45	48	37	26	35	32	39	20	49	36	7	7	9	38	8	21	21	48	32	28	10	13	13	30	2	12	34	14	17	15	37	35	36	16	20	29	3	16	12	39	27	20	45	5	37	24	36	21	1	7	22	45	35	22	6	34	43	50	8	48	47	18	9	1	33	12	44	25	15	42
0	26	29	31	3	19	39	45	15	33	47	46	27	10	21	8	29	14	37	38	3	45	32	5	11	31	14	45	16	39	27	30	31	32	30	5	17	31	6	33	21	36	43	15	28	5	7	38	41	38	35	12	42	39	21	11	50	34	6	16	12	14	42	26	48	32	14	37	30	13	31	17	5	19	24	32	33	49	16	13	36	37	2	36	43	24	44	29	41	39	29	31	14	12	24	22	41	11	42	1
29	0	2	26	23	39	15	14	18	16	28	35	18	19	4	13	50	9	19	27	15	23	23	24	30	16	47	48	43	2	5	50	29	36	37	27	2	32	8	36	37	29	6	34	3	7	35	46	1	15	28	19	14	18	14	28	14	11	48	37	32	32	34	50	7	20	5	12	11	18	15	50	28	6	17	18	40	7	14	8	29	27	23	2	34	44	24	19	20	19	20	19	48	35	38	20	46	19	44	44
33	41	0	50	50	39	8	47	33	27	20	17	33	3	27	6	2	48	46	6	36	6	11	46	34	34	20	31	1	37	45	28	29	16	13	29	1	26	31	38	17	7	8	35	19	47	35	46	35	44	35	40	42	9	43	42	32	1	18	45	12	16	7	25	27	31	34	14	8	41	47	6	39	43	17	18	37	26	11	13	44	41	36	23	48	18	38	25	24	20	2	14	3	12	24	6	9	20	7	48
28	22	31	0	32	13	29	33	47	9	9	31	33	24	44	42	19	20	44	7	36	39	38	18	22	22	22	28	35	1	44	13	49	33	19	20	9	4	35	46	20	23	2	15	16	11	16	8	38	24	27	25	48	25	16	23	5	36	30	39	8	5	21	17	2	26	50	39	18	38	42	16	33	20	9	15	25	36	12	26	43	7	31	20	35	21	37	17	34	17	19	9	6	10	47	9	10	39	19	37
36	40	4	7	0	12	32	31	2	49	35	34	28	43	40	5	39	10	12	2	5	34	45	12	30	28	26	20	6	47	3	35	40	37	22	13	40	18	2	12	25	7	36	7	38	50	21	8	32	37	38	41	40	22	16	19	37	23	1	3	10	7	6	45	11	4	49	37	31	47	46	2	47	22	41	12	12	6	45	7	33	13	37	7	36	41	1	33	16	26	24	47	28	11	23	24	32	34	47	33
