5
8
3	1	4	1	5	1	1	4
2	1	5	3	3	2	5	3
5	4	5	2	4	2	5	1
5	2	5	2	5	5	3	4
4	2	2	4	1	2	1	4
36	19	31	27	14	20	32	11	34	30	47	48	18	30	41	27	33	28	11	37
49	37	49	11	32	36	38	32	21	25	44	12	39	18	13	16	32	15	22	14
32	44	29	41	26	37	33	43	48	50	15	37	22	46	30	33	37	26	38	38
10	43	46	39	37	41	23	31	26	25	22	22	29	29	33	29	22	17	39	19
50	11	30	16	45	19	10	33	35	23	36	27	27	39	36	17	15	43	41	19
39	48	39	20	34	20	33	31	15	50	34	40	15	18	25	15	13	50	48	15
39	29	16	37	19	39	34	43	43	39	15	12	50	40	44	16	15	47	10	39
27	10	10	23	12	16	36	41	39	13	12	40	32	16	26	14	18	43	32	11
1 5   
1.5 10
1
1.5
38	18	31	33	29	15	24	48	45	43	25	5	24	2	6	3	47	4	30	24
0	7	22	37	2	31	30	34	32	33	5	13	17	50	30	5	28	1	50	13
16	0	38	25	24	12	18	21	17	42	2	23	34	36	1	35	47	4	19	1
18	18	0	23	40	45	9	33	23	44	25	9	14	49	37	7	46	21	37	9
8	38	11	0	13	14	33	2	1	20	22	5	19	48	2	33	22	26	37	25
44	5	37	9	0	6	46	38	44	19	43	36	34	11	16	23	13	40	25	29
23	14	10	5	18	0	7	11	10	4	27	41	16	7	31	39	46	9	34	49
21	42	50	35	40	39	0	44	4	10	2	28	11	46	31	23	3	15	48	40
27	11	14	18	41	8	47	0	15	17	23	4	10	13	45	33	34	35	32	20
5	36	27	44	48	35	42	34	0	47	39	34	40	15	2	40	41	5	30	28
49	33	45	35	19	34	38	47	39	0	32	48	39	22	12	16	17	31	6	30
30	29	6	44	19	21	35	9	42	48	0	14	5	2	27	11	6	25	34	36
27	44	10	18	35	40	17	9	36	29	6	0	17	15	22	46	6	30	22	19
39	49	18	7	7	21	41	32	4	25	41	24	0	23	43	19	22	37	46	24
39	26	40	33	26	26	18	20	34	31	26	14	6	0	3	6	15	30	2	50
43	11	23	50	16	14	2	50	20	39	1	14	33	17	0	33	5	8	13	11
36	43	44	3	43	49	12	33	38	24	21	2	9	7	41	0	35	3	40	40
35	37	2	24	12	28	15	29	15	48	31	19	22	18	35	12	0	27	13	45
39	38	31	7	44	9	32	17	19	27	22	42	9	28	19	10	18	0	11	6
30	19	37	49	47	12	41	42	10	30	14	50	8	15	7	5	26	35	0	18
36	36	28	45	2	22	10	4	35	13	14	35	49	50	10	44	24	15	33	0
46	2	8	27	5	30	5	14	29	10	22	11	6	14	33	48	40	28	45	15
0	12	30	25	5	34	9	31	42	32	34	10	8	31	25	14	15	49	40	44
14	0	11	8	6	13	8	13	14	32	15	25	9	9	4	45	25	47	33	9
20	11	0	30	50	7	6	29	31	14	5	19	4	10	23	43	33	42	21	18
14	44	34	0	20	28	27	7	45	37	35	23	43	6	16	27	14	7	42	23
1	14	48	21	0	5	38	3	4	12	29	23	32	28	19	8	24	50	12	45
23	12	12	49	47	0	50	46	10	13	3	23	36	29	8	1	37	25	34	42
15	6	17	11	9	23	0	46	10	41	4	15	26	47	33	28	17	8	23	14
8	46	44	36	3	27	49	0	7	8	42	30	44	25	28	7	46	18	2	39
37	8	15	16	43	17	5	24	0	37	18	15	22	27	39	11	28	50	3	37
37	8	45	19	25	42	39	1	1	0	35	35	22	12	30	22	30	3	17	27
4	15	41	31	17	33	6	19	19	45	0	2	12	5	6	28	17	12	46	45
44	8	12	21	36	18	6	43	16	20	40	0	41	25	4	34	8	32	28	19
34	24	17	25	44	49	33	21	20	17	20	34	0	36	29	9	25	20	41	4
20	17	4	16	8	25	16	1	30	28	27	16	46	0	5	27	19	12	35	36
17	40	36	30	4	31	19	50	21	38	49	10	13	11	0	12	25	24	5	5
11	2	4	26	8	11	22	48	21	25	39	22	14	50	25	0	50	49	31	50
35	45	26	3	20	31	25	18	27	3	23	9	40	27	5	20	0	19	48	25
