3
2
3 2
5 3
3 2
38	16	50	29	45	24	27	11	25	50	24	47	18	40	17	30	17	42	31	24	49	47	34	44	14	32	50	30	25	45	21	17	45	15	44	19	49	28	46	27	20	43	49	14	30	46	38	19	47	45	29	44	49	41	37	39	25	19	29	47	32	10	22	38	17	26	15	38	22	29	16	29	24	35	49	27	39	50	33	11	25	30	22	35	36	29	33	46	13	11	27	22	21	39	30	39	43	21	36	36
27	46	31	37	17	39	26	25	19	48	16	36	40	21	45	28	22	18	50	24	42	29	26	22	40	19	21	20	30	16	35	40	47	22	14	22	12	32	30	11	36	31	22	15	17	38	23	14	22	38	35	18	46	47	45	23	33	23	11	41	33	34	15	39	21	19	27	39	26	25	17	20	50	46	38	29	15	42	21	42	39	41	44	18	38	40	28	21	38	39	19	20	21	38	33	42	28	32	28	41
1 5   
1.5 10
1
1.5
39	28	17	45	11	31	25	47	4	44	15	36	19	2	1	37	46	50	42	43	19	44	49	7	47	26	31	37	28	1	18	19	33	17	36	44	6	1	4	39	42	41	29	15	50	30	40	22	15	39	8	42	31	48	38	43	45	5	21	12	39	24	38	7	47	36	37	43	21	36	29	20	31	3	5	43	36	13	27	36	21	36	50	6	47	35	20	21	35	12	7	1	27	29	20	45	24	9	13	34
0	48	23	42	32	26	35	30	4	34	20	13	32	47	12	28	45	20	26	15	5	2	25	16	17	29	30	32	21	41	27	31	30	48	36	1	40	32	28	2	2	33	32	5	23	10	13	24	8	34	2	50	35	20	15	38	12	40	36	7	35	16	38	19	34	44	11	28	1	39	35	2	44	50	3	43	27	31	12	24	43	15	44	20	23	37	38	10	30	48	40	14	22	21	44	11	30	34	20	3
31	0	34	43	24	3	14	6	11	10	27	20	15	5	27	39	46	16	45	38	16	26	30	42	28	22	7	34	46	26	19	43	41	41	41	11	44	31	10	34	43	3	14	14	31	28	12	22	44	28	45	16	7	47	26	47	8	32	32	10	41	11	20	45	2	40	47	43	49	46	35	44	48	16	39	36	37	37	3	25	9	38	50	45	37	20	46	2	13	11	18	28	47	20	16	4	42	26	45	25
25	13	0	13	28	29	12	50	30	39	24	24	18	37	23	45	1	36	41	36	19	14	20	27	44	18	24	20	9	11	8	3	39	16	45	44	18	26	5	35	26	27	24	43	11	40	21	8	21	29	50	25	30	1	44	27	35	11	13	11	35	31	11	10	31	19	37	21	5	9	34	16	50	41	15	9	45	49	24	33	46	40	26	35	4	12	20	25	48	23	16	15	25	36	40	46	28	46	13	4
7	38	9	0	28	37	6	25	5	22	30	48	14	1	39	43	6	12	27	18	48	46	46	40	10	48	29	12	6	19	48	49	12	3	13	18	43	11	15	36	5	21	28	46	27	4	24	25	33	28	5	4	49	26	22	34	24	11	3	35	19	18	6	41	18	3	36	8	42	30	14	44	25	1	30	25	17	27	3	37	3	44	26	44	3	3	3	26	12	36	3	11	7	34	3	11	19	29	21	44
