6
2
3 1
5 3
1 2
4 3
5 2
2 2
32	10	22	38	17	26	15	38	22	29	16	29	24	35	49	27	39	50	33	11	25	30	22	35	36	29	33	46	13	11	27	22	21	39	30	39	43	21	36	36	13	50	38	37	16	14	48	21	14	14	49	48	31	13	16	25	26	36	44	37	23	19	17	13	22	42	48	29	22	44	43	43	39	27	46	28	43	16	20	10	34	37	33	27	33	47	36	20	15	45	10	32	33	12	41	14	17	46	17	26
33	34	15	39	21	19	27	39	26	25	17	20	50	46	38	29	15	42	21	42	39	41	44	18	38	40	28	21	38	39	19	20	21	38	33	42	28	32	28	41	30	25	47	45	34	49	20	32	38	49	29	30	16	20	13	41	21	38	22	25	16	22	25	25	10	47	12	41	44	40	31	32	16	23	11	22	49	20	22	31	46	16	43	11	28	22	19	32	43	13	18	47	24	50	12	15	40	42	28	42
1 5   
1.5 10
1
1.5
14	4	50	20	12	15	13	10	38	4	3	26	13	26	21	42	46	8	39	11	36	36	20	36	33	34	24	29	24	20	42	25	29	13	49	37	25	42	37	30	37	23	42	13	17	32	36	15	35	1	30	39	18	3	44	19	23	18	4	42	34	20	17	12	45	7	33	34	17	47	20	42	44	11	45	36	5	4	50	12	31	34	34	13	49	3	36	38	1	48	27	13	18	47	19	41	8	27	45	38
0	30	20	34	29	7	26	7	1	15	21	35	10	45	10	15	16	22	38	40	7	46	5	3	27	44	14	29	39	17	4	27	4	35	16	1	6	5	7	40	24	9	14	31	11	42	30	28	35	18	10	1	23	6	9	27	13	29	26	11	44	31	29	46	8	6	49	15	18	44	40	6	34	46	9	35	38	8	21	16	16	47	26	15	49	36	28	39	23	10	36	41	22	19	21	42	3	15	29	26
17	0	30	42	31	6	39	36	12	31	47	41	27	1	4	12	48	12	29	44	20	41	17	46	19	28	18	3	2	16	17	26	18	17	12	40	33	20	4	32	40	14	17	1	21	4	20	41	13	36	35	1	13	28	29	32	33	36	28	23	49	29	37	48	18	39	44	18	22	50	10	33	28	9	12	14	8	30	44	21	13	4	19	31	21	27	4	12	1	9	9	43	38	2	15	24	23	45	48	25
32	29	0	50	43	37	34	14	7	9	29	13	1	1	17	4	30	16	46	39	16	20	4	31	38	28	1	26	5	17	18	5	6	30	20	25	11	15	30	30	22	37	37	34	24	34	3	4	38	24	5	37	5	29	42	48	17	50	29	4	5	46	36	24	49	31	10	1	49	32	31	22	8	2	31	48	27	24	31	23	6	47	36	45	14	21	25	45	40	19	3	39	34	20	38	31	9	46	23	34
31	49	2	0	45	24	12	50	26	34	5	49	38	32	25	34	41	41	4	29	4	33	48	25	1	35	8	42	26	48	31	26	16	9	24	9	21	3	33	11	15	8	29	49	34	47	21	27	38	45	29	24	50	2	3	10	24	36	39	5	21	46	24	5	38	19	15	20	23	4	18	50	6	25	25	25	48	21	48	40	22	1	21	5	24	30	50	34	14	42	29	49	46	26	11	30	5	31	6	5
44	5	14	36	0	6	41	3	10	27	40	3	26	3	46	18	5	16	18	17	9	36	31	23	31	32	32	5	19	49	13	45	17	40	5	32	47	46	47	28	21	3	38	6	19	41	47	39	19	37	36	39	28	26	32	38	43	25	23	6	33	13	33	8	15	8	13	38	36	21	26	28	32	17	47	50	21	5	27	28	42	39	38	12	44	25	18	40	30	18	32	40	16	33	36	26	37	35	14	49
38	48	41	22	23	0	4	3	12	26	35	20	17	4	34	30	33	33	2	15	18	18	40	36	1	23	1	19	10	16	28	13	16	35	19	16	28	20	15	47	47	38	30	5	41	7	46	33	34	9	26	28	49	26	11	44	25	16	24	3	22	10	18	40	43	16	18	47	45	7	33	42	36	47	47	34	39	22	44	47	39	15	15	30	27	34	21	41	46	5	14	28	9	30	43	31	49	29	8	18
23	46	33	17	1	14	0	40	43	27	18	16	38	35	35	41	26	36	34	25	43	47	26	48	38	46	9	32	7	13	10	25	7	28	47	29	23	23	24	45	40	7	11	42	18	22	33	24	28	20	40	42	40	40	20	34	47	20	8	49	46	39	39	24	16	21	26	14	25	44	23	26	37	50	43	11	40	3	30	34	45	36	27	40	40	9	10	48	5	8	47	16	13	46	22	43	37	5	34	11
28	50	34	40	12	41	2	0	45	13	9	28	2	2	38	45	3	18	4	27	36	25	20	15	32	35	15	31	41	29	21	5	3	14	27	12	6	37	49	25	37	32	5	42	44	17	40	33	22	25	10	38	16	6	10	42	7	13	32	40	45	39	9	9	36	45	48	35	9	27	7	23	23	25	30	25	26	50	30	33	14	19	48	17	31	45	30	24	33	16	43	44	6	39	31	44	32	35	42	43
34	27	25	29	13	12	4	48	0	46	15	9	35	46	8	43	7	33	47	22	31	31	33	20	5	30	41	42	4	15	16	48	20	43	40	25	6	11	15	24	5	16	36	50	37	36	7	37	38	33	3	12	8	35	48	10	6	39	43	7	33	35	38	37	9	1	16	50	42	19	28	40	3	29	26	24	23	18	11	39	36	43	49	8	41	24	23	23	27	16	19	6	20	7	41	42	47	40	39	28
50	31	9	6	12	2	28	39	43	0	42	18	11	45	4	30	13	5	45	49	45	9	2	11	46	48	49	46	33	19	32	40	3	1	47	38	4	29	5	18	44	47	18	35	39	29	25	16	29	32	8	23	13	35	12	31	34	2	4	5	21	43	39	16	48	25	11	1	13	47	13	3	32	3	11	37	16	17	11	23	38	34	26	3	12	30	50	5	49	31	4	33	28	41	31	3	44	13	49	38
34	23	32	41	37	23	35	13	3	20	0	46	39	6	1	30	9	8	47	34	20	1	39	32	40	24	13	39	10	42	47	45	43	32	49	6	48	16	4	29	34	28	22	34	26	5	7	44	19	29	47	13	34	5	9	12	18	36	32	4	34	17	46	45	29	48	27	6	22	31	49	1	20	25	12	17	41	30	27	30	8	19	6	28	48	46	36	48	27	35	24	8	9	49	8	40	27	26	42	42
24	26	20	46	4	4	18	6	19	35	3	0	37	45	28	40	19	18	21	35	50	17	19	3	36	21	37	21	28	45	19	1	30	4	35	41	9	39	7	27	13	7	27	7	13	34	37	44	48	31	15	28	28	22	49	45	33	18	32	46	14	13	46	40	8	44	31	19	17	38	31	50	26	30	17	16	11	28	35	7	30	40	31	37	10	45	46	31	29	38	26	32	15	10	50	11	44	46	15	50
44	3	27	3	27	5	8	19	10	49	2	28	0	16	30	21	14	15	31	39	11	21	50	20	50	22	41	47	4	43	2	39	7	12	40	46	4	22	19	38	29	13	34	9	10	38	4	21	37	48	44	25	23	24	12	46	21	30	33	40	48	37	35	42	27	36	32	15	3	50	46	37	17	29	41	15	27	3	12	7	7	14	36	6	21	48	19	14	7	49	45	35	23	50	14	36	38	40	37	3
45	5	12	17	48	35	27	2	49	43	16	33	43	0	41	13	39	28	27	42	12	33	32	43	29	30	37	26	15	40	39	48	31	21	7	20	15	9	32	33	20	34	2	37	42	50	37	15	50	33	45	25	9	38	40	4	4	21	24	16	1	2	50	21	47	26	41	34	19	33	43	19	37	17	48	50	50	11	29	4	39	17	25	44	44	36	22	28	39	38	1	26	32	30	6	27	29	32	26	17
31	41	34	1	35	38	9	22	16	23	41	13	17	18	0	48	10	47	29	30	9	35	11	2	22	27	33	37	38	31	7	47	18	14	24	15	45	27	9	37	7	10	30	2	6	43	17	45	34	25	32	49	46	36	22	18	21	42	38	27	18	12	18	16	49	34	8	13	38	19	35	12	22	17	38	42	6	2	46	16	43	42	27	46	15	33	11	17	44	39	50	10	24	47	7	50	6	34	48	46
12	32	22	49	8	23	2	23	31	4	18	49	20	19	40	0	35	36	49	39	9	41	47	26	13	5	21	25	23	5	48	11	49	23	29	26	29	28	36	26	40	11	12	48	27	36	23	48	41	48	18	33	28	15	32	38	3	12	15	21	37	38	29	40	41	39	39	29	37	31	16	18	10	33	5	1	18	6	1	25	3	20	35	26	2	1	27	45	5	17	31	14	9	43	12	23	11	8	42	6
45	5	41	13	22	45	10	2	21	46	35	44	42	43	19	31	0	24	11	46	45	1	18	45	45	9	44	45	19	2	50	6	2	48	14	32	27	25	29	39	3	37	26	15	3	48	29	18	33	1	19	39	35	43	4	14	6	16	19	29	11	44	21	49	25	34	17	15	32	50	8	26	35	6	38	44	23	27	46	25	35	1	45	35	14	22	49	13	6	20	35	39	11	26	46	13	28	17	20	50
