4
5
1	1	2	3	3
5	5	5	2	1
4	5	3	4	5
4	2	4	2	3
16	33	19	45	47	41	40	26	36	23	19	30	27	48	10	37	46	45	39	12
33	28	20	13	33	12	46	42	39	33	16	32	26	28	20	49	16	35	39	44
43	47	32	10	24	14	42	31	19	34	18	45	46	16	21	31	41	17	26	25
27	22	15	18	12	15	17	29	33	48	43	12	45	30	33	37	38	28	31	22
11	36	43	32	50	17	28	17	30	11	33	17	14	45	20	28	29	18	24	38
1 5   
1.5 10
1
1.5
30	45	10	34	8	43	12	31	10	13	14	43	30	40	29	28	37	8	39	5
0	42	42	29	29	11	10	26	14	3	20	3	5	40	48	18	21	45	42	11
20	0	19	36	1	20	21	40	34	37	2	2	49	20	26	45	44	27	30	37
23	45	0	49	24	14	11	32	18	43	19	12	44	2	50	43	26	50	30	19
40	36	22	0	12	26	2	4	15	31	11	44	46	4	10	28	15	15	28	27
16	19	1	37	0	8	26	22	3	12	25	45	40	16	44	34	34	3	17	13
25	23	17	11	36	0	1	2	41	17	10	10	13	9	16	36	1	30	10	19
15	46	27	26	43	3	0	35	29	44	36	20	7	14	10	12	22	38	8	13
4	41	16	40	6	31	38	0	19	1	32	22	6	40	32	47	27	36	45	24
30	3	39	14	32	42	33	43	0	19	35	28	20	44	45	12	37	41	35	30
7	4	8	50	39	29	49	8	41	0	20	34	28	30	37	38	42	25	34	43
41	16	4	35	43	4	50	37	12	33	0	24	43	14	38	47	38	34	22	24
14	1	14	8	24	13	30	43	27	42	4	0	7	30	14	44	31	47	3	27
11	33	26	35	33	39	28	37	1	39	42	19	0	19	19	44	28	14	43	29
44	35	43	34	27	39	3	50	24	49	47	50	31	0	33	9	31	7	23	4
20	22	13	31	40	46	24	48	16	14	30	44	19	26	0	2	32	21	18	49
37	48	39	32	33	40	31	29	25	10	36	8	26	8	29	0	33	2	38	27
49	4	44	8	4	2	23	25	33	12	14	45	13	42	47	3	0	42	7	43
2	9	45	35	49	26	39	24	34	21	41	47	9	28	2	4	45	0	8	37
12	6	18	17	9	19	21	39	32	4	16	10	16	23	36	8	15	14	0	35
49	24	11	50	5	3	46	48	50	44	46	20	8	9	2	28	1	37	27	0
46	29	44	6	33	43	49	21	31	25	27	28	4	40	30	5	7	43	8	8
0	42	50	16	7	14	11	2	9	19	8	23	44	19	3	7	6	21	23	35
5	0	30	17	6	49	3	35	45	6	46	30	25	12	49	19	49	9	16	37
46	42	0	2	49	6	16	6	22	15	48	41	4	36	38	23	26	17	14	14
24	24	13	0	47	3	1	14	43	37	27	20	13	34	29	25	18	9	12	16
33	32	12	6	0	15	7	6	6	35	32	39	25	44	1	3	26	17	3	26
7	27	34	10	2	0	41	7	1	30	19	43	2	35	28	44	47	48	39	41
6	20	19	11	6	7	0	29	7	23	27	16	43	26	2	21	7	4	40	49
25	29	32	37	35	15	13	0	14	8	24	21	6	5	1	10	45	14	37	36
36	27	33	4	1	2	23	11	0	47	13	6	15	46	1	24	3	11	44	1
36	30	48	40	41	44	32	26	25	0	4	50	36	26	30	28	16	46	21	32
29	5	15	41	4	18	48	5	50	21	0	29	36	26	42	4	45	45	18	10
8	35	20	50	8	8	41	49	9	13	17	0	9	25	42	48	10	28	30	22
42	41	27	43	38	22	45	47	34	12	34	9	0	22	10	29	20	43	37	21
31	15	40	8	27	25	12	3	35	14	8	3	22	0	20	24	45	47	8	3
43	27	12	11	31	32	13	50	17	27	26	31	18	7	0	23	25	23	18	16
8	19	26	23	46	47	6	2	30	38	19	6	35	20	13	0	40	20	12	18
