5
8
3	5	5	4	1	5	1	1
4	2	2	2	1	2	4	2
4	3	1	3	3	3	4	1
3	2	4	1	3	4	2	5
5	1	4	2	2	4	4	3
14	40	26	42	18	41	35	21	42	37	10	26	33	23	28	23	36	14	50	38	50	50	11	30	16	45	19	10	33	35	23	36	27	27	39	36	17	15	43	41	19	29	42	23	19	43	50	42	44	36
14	14	26	28	25	42	21	47	11	32	34	36	10	35	38	20	30	25	14	15	30	39	48	39	20	34	20	33	31	15	50	34	40	15	18	25	15	13	50	48	15	34	30	50	43	34	20	15	33	13
23	39	50	33	26	34	34	13	36	22	22	33	38	25	32	41	34	46	25	44	20	39	29	16	37	19	39	34	43	43	39	15	12	50	40	44	16	15	47	10	39	13	45	46	34	12	45	46	40	46
23	42	40	22	45	47	41	37	39	37	16	16	49	35	22	42	49	21	38	29	19	27	10	10	23	12	16	36	41	39	13	12	40	32	16	26	14	18	43	32	11	41	49	12	31	39	13	46	38	13
27	11	48	21	31	38	30	42	50	48	17	22	32	29	32	31	46	19	28	44	36	19	31	27	14	20	32	11	34	30	47	48	18	30	41	27	33	28	11	37	50	28	31	49	28	10	50	11	18	39
28	42	11	22	46	35	49	40	21	42	29	48	47	33	45	18	21	35	37	32	49	37	49	11	32	36	38	32	21	25	44	12	39	18	13	16	32	15	22	14	14	10	24	34	46	41	10	12	20	39
25	19	32	15	41	21	18	11	10	14	32	16	26	37	50	30	15	15	17	20	32	44	29	41	26	37	33	43	48	50	15	37	22	46	30	33	37	26	38	38	43	20	33	47	14	17	39	26	16	32
29	27	46	15	17	11	43	48	34	46	27	46	20	35	24	17	46	49	21	33	10	43	46	39	37	41	23	31	26	25	22	22	29	29	33	29	22	17	39	19	34	15	24	35	32	25	46	26	27	50
1 5   
1.5 10
1
1.5
19	11	11	30	5	4	31	48	39	14	25	50	10	38	14	5	22	42	33	17	25	38	16	13	21	4	19	3	5	16	40	20	48	41	48	39	23	21	7	28	4	48	26	42	16	42	47	34	50	29
0	28	17	23	9	21	31	40	25	4	24	2	49	25	18	46	13	36	40	19	41	9	36	33	30	26	9	36	43	31	1	1	8	35	36	16	3	22	30	5	30	29	31	37	41	28	21	10	12	3
7	0	39	47	37	12	23	10	16	32	19	29	14	32	14	50	34	50	43	41	32	23	36	8	35	42	4	11	41	29	3	17	15	50	9	44	3	19	44	36	17	39	27	12	38	37	48	13	17	45
36	3	0	21	12	12	43	44	8	34	37	40	21	41	25	14	35	30	22	11	50	6	11	26	38	12	37	15	9	20	25	1	39	45	1	6	46	14	50	33	49	13	31	4	42	18	11	42	3	42
4	40	22	0	15	1	21	23	13	25	11	37	11	6	19	49	5	10	31	1	17	34	36	5	2	26	6	31	22	9	14	22	10	27	43	8	12	3	17	31	19	14	13	15	1	48	9	18	25	38
38	36	36	3	0	45	42	47	6	34	8	26	18	20	39	27	30	2	35	20	44	36	38	27	36	4	49	4	26	35	10	6	44	18	26	25	2	26	32	15	4	19	23	43	26	22	8	35	40	50
36	35	6	15	24	0	7	21	17	4	36	26	14	20	20	17	12	26	3	41	32	44	22	27	8	15	25	19	32	47	27	21	20	45	42	26	29	40	42	29	40	18	1	40	29	23	7	19	21	9
12	2	45	11	38	26	0	17	27	47	1	15	20	12	50	18	6	45	27	3	4	21	40	47	14	23	46	32	15	1	43	6	2	5	40	47	24	2	32	26	7	7	41	46	28	43	17	14	7	16
36	22	28	41	10	24	24	0	46	41	34	33	17	5	38	18	8	32	17	32	22	17	11	2	31	34	49	41	4	27	34	45	39	21	16	22	14	20	20	23	20	4	18	19	29	2	34	37	22	21
15	33	5	21	45	50	14	29	0	32	18	32	38	29	18	21	11	12	42	45	44	16	7	48	48	32	20	49	38	25	28	18	23	36	20	5	7	48	1	12	42	17	10	35	4	13	14	29	40	32
13	31	44	40	46	2	29	3	6	0	4	40	32	11	8	36	47	45	13	21	39	12	43	41	11	1	2	42	50	40	32	3	48	42	40	6	22	44	21	37	35	11	12	17	45	50	16	46	49	39
48	27	3	32	29	1	1	11	6	27	0	10	36	2	1	6	8	24	17	2	18	23	30	36	30	45	49	33	29	20	33	6	24	21	38	4	13	46	41	49	15	35	44	47	10	42	31	49	14	34
15	4	45	40	7	29	32	21	7	31	26	0	19	31	2	30	4	8	50	41	47	7	4	44	11	39	30	37	50	23	50	27	16	43	46	25	38	14	15	43	36	46	23	46	33	42	4	40	39	14
33	39	29	18	35	26	23	34	39	31	42	30	0	6	3	20	1	28	43	18	34	18	36	35	4	48	21	42	32	15	29	3	31	23	28	30	46	12	1	30	44	34	31	33	24	35	1	17	1	30
50	33	30	29	48	15	43	34	34	43	30	34	30	0	35	26	14	16	49	14	37	26	47	15	38	44	3	43	15	28	4	4	37	49	47	7	46	28	41	29	3	25	42	20	20	44	20	37	46	23
33	4	44	3	40	24	43	37	18	47	16	13	44	30	0	19	24	4	48	30	15	8	12	21	30	28	14	28	13	35	13	41	20	35	26	13	18	17	49	37	7	43	42	28	9	45	24	8	21	31
20	40	6	49	17	43	28	21	25	23	21	11	2	11	28	0	22	42	39	31	48	5	34	16	8	21	43	14	29	30	14	42	23	12	31	43	23	7	45	2	30	6	6	14	4	26	32	30	5	3
10	22	3	27	42	41	39	5	23	23	49	45	50	30	8	1	0	26	16	6	5	27	28	9	19	46	33	40	43	22	24	29	43	12	29	5	17	6	14	40	4	31	41	24	38	18	12	11	47	28
46	7	25	38	36	5	6	49	42	43	23	41	21	43	36	19	17	0	49	34	49	32	25	17	47	2	13	46	23	1	31	36	27	22	11	32	7	11	4	39	42	38	46	12	17	36	26	5	12	24
42	30	29	1	48	9	32	34	21	6	8	10	36	47	30	49	5	44	0	16	16	38	38	14	11	2	35	43	28	49	30	42	42	41	43	42	29	43	42	45	39	29	7	24	5	17	41	42	11	45
33	17	49	2	26	24	19	37	18	25	33	12	15	9	44	34	47	34	18	0	33	8	2	29	4	18	45	22	45	50	16	48	42	24	8	42	43	35	49	20	43	5	6	41	33	15	29	38	18	35
45	49	45	12	48	26	3	20	36	28	43	14	10	10	44	44	7	44	35	12	0	41	32	41	9	26	48	39	22	6	13	27	15	4	15	45	16	9	35	9	37	45	14	30	24	36	7	35	48	16
6	9	18	43	29	43	3	1	43	18	31	30	12	7	43	1	16	20	36	26	9	0	1	12	43	17	6	37	22	16	33	26	27	32	35	40	44	49	44	1	32	7	49	13	10	7	28	17	16	4
28	49	3	20	50	1	50	25	18	22	3	49	11	26	40	50	5	48	23	38	10	50	0	40	36	3	20	47	39	25	28	14	40	15	13	13	19	32	39	31	1	49	50	26	43	49	21	8	19	18
16	34	22	18	42	2	20	13	43	26	4	36	14	11	17	3	12	13	16	18	30	18	28	0	50	17	16	34	15	28	11	50	24	25	40	31	14	44	35	27	11	16	8	41	16	45	20	49	10	48
6	13	36	34	39	21	32	45	38	48	14	17	47	47	43	14	45	9	14	47	48	25	13	20	0	15	23	18	45	12	17	31	34	41	16	3	1	1	37	35	49	9	21	38	41	28	48	7	31	29
