2
5
4 3 5 2 2
2 5 1 4 4
44    47    25    11    10    39    15    26    29    46    39    21    30    18    33    38    22    38    43    28
18    37    33    47    34    17    27    29    20    49    15    11    41    36    28    11    20    30    28    36
49    45    19    41    22    21    38    25    24    38    50    42    22    38    46    39    21    33    21    41
46    39    23    32    15    26    39    16    50    27    42    25    44    29    21    27    21    39    32    13
41    23    29    33    38    19    22    17    35    29    33    39    35    40    13    19    39    42    36    30
1 5   
1.5 10
1
1.5
43	31	6	14	42	7	49	10	45	33	4	25	37	41	11	45	14	31	3	40
0	25	23	49	37	28	39	11	39	48	47	36	28	10	16	50	21	6	15	29
37	0	14	50	45	8	31	27	25	12	27	34	50	38	18	4	50	31	2	2
21	50	0	5	9	13	50	5	39	50	8	42	20	12	37	7	46	9	44	1
16	26	26	0	11	27	29	13	34	9	33	13	45	21	45	50	28	20	22	50
33	18	23	14	0	41	25	32	49	48	30	39	45	40	3	5	30	27	5	11
20	50	16	11	24	0	13	6	6	48	16	21	20	20	4	35	4	44	7	42
6	50	24	39	10	26	0	31	44	9	34	3	37	3	1	47	29	33	13	19
49	45	39	19	37	45	25	0	29	3	20	44	46	11	10	8	45	40	12	24
26	38	9	8	45	48	36	25	0	14	11	49	46	3	2	45	24	7	44	6
26	34	2	9	40	24	50	16	49	0	13	6	5	32	24	1	20	27	39	40
17	37	36	45	43	15	17	39	42	39	0	26	2	13	13	18	6	45	18	23
10	22	31	48	27	47	12	48	4	31	2	0	29	21	46	12	33	6	20	15
44	20	21	26	11	25	18	33	14	16	18	6	0	9	36	50	50	32	30	18
14	11	46	1	27	44	5	25	21	22	28	2	10	0	25	43	34	5	27	25
27	45	24	21	43	11	32	22	32	43	28	23	2	18	0	40	22	21	17	22
28	48	46	7	11	6	19	10	46	32	4	7	40	11	27	0	33	36	43	35
49	48	25	48	36	7	45	23	21	14	30	49	10	40	34	40	0	6	14	34
14	6	47	14	44	29	22	25	36	26	24	48	48	2	31	42	38	0	47	1
14	3	36	45	24	24	45	44	49	45	34	47	39	2	21	17	33	32	0	4
16	9	35	45	24	19	12	36	22	9	40	50	41	27	6	38	26	45	35	0
