2
5
1	1	4	5	5
4	1	2	2	5
44	43	23	43	22	37	11	36	43	32	50	17	28	17	30	11	33	17	14	45	20	28	29	18	24	38	30	24	35	19	34	14	31	29	18	23	27	32	43	43	16	41	35	36	32	41	44	32	16	14	49	33	48	27	39	31	49	15	12	13	16	12	16	10	40	21	43	41	31	36	42	41	29	36	21	46	11	18	47	50	23	25	22	24	50	24	16	10	50	39	44	24	15	43	11	10	37	22	47	37
44	32	46	49	10	16	33	19	45	47	41	40	26	36	23	19	30	27	48	10	37	46	45	39	12	14	45	11	50	12	13	45	17	18	24	37	20	39	48	46	18	20	43	25	18	26	15	23	12	37	45	23	41	27	34	39	13	45	15	10	10	17	13	22	11	45	47	29	22	37	17	21	37	10	46	45	32	20	43	41	21	25	39	34	49	36	20	25	39	36	10	26	21	39	23	33	49	44	28	33
40	39	11	16	31	33	28	20	13	33	12	46	42	39	33	16	32	26	28	20	49	16	35	39	44	32	10	35	11	36	25	35	17	45	10	14	47	33	32	15	32	12	42	26	43	40	31	35	45	22	45	48	45	13	45	27	12	17	50	50	49	44	24	33	40	39	15	23	17	28	19	18	41	27	32	46	42	28	10	24	44	36	17	11	17	49	22	23	24	24	36	22	14	19	32	31	47	36	11	32
43	16	28	20	34	43	47	32	10	24	14	42	31	19	34	18	45	46	16	21	31	41	17	26	25	23	18	33	33	28	26	47	12	30	27	49	23	33	38	27	26	19	41	35	48	35	42	31	28	15	27	35	22	43	43	28	49	37	25	18	49	39	19	22	39	43	34	17	43	17	24	20	24	40	34	11	34	43	44	40	12	43	28	26	22	11	33	31	28	22	26	37	23	34	12	40	43	17	22	34
31	27	22	20	46	27	22	15	18	12	15	17	29	33	48	43	12	45	30	33	37	38	28	31	22	30	13	47	29	13	30	43	13	28	19	45	18	28	28	37	24	48	32	25	38	39	47	31	36	20	23	37	40	48	41	49	25	26	16	19	30	41	24	17	44	21	13	23	43	10	37	10	36	22	21	13	26	31	22	22	34	33	49	44	21	36	36	26	41	47	46	48	42	50	30	18	14	13	47	39
1 5   
1.5 10
1
1.5
18	31	43	32	25	26	37	45	43	12	40	9	9	9	37	11	5	41	39	19	13	25	2	42	4	46	28	5	25	32	43	23	7	22	33	9	14	24	30	39	47	12	18	38	6	33	40	43	18	33	36	48	16	14	20	16	21	25	25	12	32	24	10	36	4	31	24	12	22	30	34	19	29	42	42	36	2	31	35	25	15	26	8	24	35	21	18	50	28	17	34	42	38	36	15	45	24	3	12	2
0	2	33	22	22	9	40	35	37	44	34	35	19	15	31	3	35	42	5	19	11	9	40	22	6	45	17	30	49	15	42	43	28	12	15	41	50	32	11	21	40	45	12	17	30	49	18	32	48	41	16	31	32	16	19	37	45	38	43	5	45	25	7	5	30	39	16	13	15	34	45	10	21	40	2	36	30	7	32	34	49	10	33	15	9	23	9	27	15	11	43	49	32	1	37	38	12	36	38	28
9	0	31	31	32	40	8	7	32	16	7	29	28	38	10	44	37	19	19	14	43	33	46	45	18	22	17	33	10	4	39	1	4	40	21	3	5	18	33	11	47	39	19	26	24	33	37	17	38	12	8	8	7	50	34	7	47	9	24	29	10	19	8	28	21	1	32	1	46	47	25	37	15	10	11	25	2	34	30	8	46	46	3	1	3	12	6	48	15	43	3	34	46	21	13	32	35	14	4	32
