4
2
4 4
4 4
3 1
5 5
32	26	33	22	16	33	38	32	26	23	25	29	37	28	32	32	50	23	41	31
27	36	16	48	46	10	49	47	20	35	35	33	35	38	22	45	24	20	42	18
1 5   
1.5 10
1
1.5
3	44	38	41	17	47	35	15	35	21	17	30	11	6	43	50	10	26	47	18
0	8	16	4	39	8	21	15	1	50	37	37	31	42	32	40	20	30	13	22
40	0	1	16	1	34	48	41	50	16	24	4	13	16	7	3	38	48	9	9
33	46	0	2	37	36	27	42	28	45	48	47	32	37	25	14	13	25	16	39
38	40	34	0	31	49	40	11	9	33	26	37	48	3	42	45	26	11	35	11
27	47	18	2	0	11	33	11	13	28	7	1	35	9	44	17	23	9	46	36
25	24	11	49	46	0	37	38	19	18	13	17	17	15	26	29	45	43	36	39
50	18	7	29	35	28	0	17	18	14	48	18	9	14	17	42	11	30	19	21
13	20	36	21	24	39	18	0	33	20	28	34	33	31	22	45	13	31	25	4
36	44	4	41	24	12	12	31	0	18	30	49	34	15	12	39	31	16	20	6
1	34	11	22	40	4	23	31	13	0	39	7	30	48	2	9	42	19	11	19
28	15	38	47	21	50	44	29	16	23	0	42	42	12	38	34	42	45	27	44
47	36	50	27	17	32	42	37	5	20	11	0	24	12	15	31	22	33	14	27
35	36	16	34	9	11	25	12	41	11	44	49	0	46	21	13	45	27	25	1
16	13	46	1	20	10	18	46	48	7	14	47	22	0	45	42	40	34	14	29
49	40	46	24	14	47	33	1	21	20	12	4	8	18	0	41	48	40	11	14
12	39	49	19	8	41	18	20	18	20	26	28	48	39	45	0	10	46	26	11
44	29	33	13	43	20	37	35	3	50	34	11	21	13	12	1	0	44	7	36
35	23	7	44	17	5	29	15	33	36	7	22	22	23	3	36	40	0	1	43
35	41	20	21	22	49	22	3	25	50	41	47	40	22	36	5	1	38	0	49
45	45	37	30	49	23	49	25	33	28	36	3	37	30	44	29	19	12	11	0
3	23	46	23	10	5	9	43	5	8	46	5	29	48	35	25	40	32	49	21
0	33	25	40	45	21	17	45	9	39	6	5	5	36	31	37	25	23	33	35
4	0	8	15	24	7	47	18	32	13	14	38	20	29	15	28	38	45	11	35
13	20	0	47	26	44	38	35	13	23	19	23	15	13	8	7	23	37	4	3
3	47	22	0	5	28	34	38	35	25	25	42	44	1	20	28	5	23	38	35
27	38	45	15	0	16	2	14	23	23	5	49	12	29	1	4	6	40	15	35
41	13	5	15	50	0	14	29	37	15	35	20	30	15	27	40	20	18	44	13
43	44	30	43	9	4	0	49	29	9	31	20	9	32	30	20	14	33	32	26
40	12	8	30	43	2	17	0	38	27	30	42	29	13	12	27	38	5	23	15
47	50	36	29	21	15	32	11	0	6	49	15	46	22	16	38	23	6	22	13
15	26	20	24	32	25	31	37	32	0	36	9	44	4	27	2	45	14	3	46
45	32	6	5	25	18	9	40	12	45	0	5	9	47	32	27	24	20	31	45
16	29	30	18	49	14	38	22	41	34	23	0	34	22	42	28	30	20	24	25
50	23	27	41	17	19	7	2	21	38	35	49	0	30	29	5	17	26	21	14
48	36	5	47	31	39	44	32	31	16	4	30	38	0	5	27	2	22	43	40
46	48	43	25	47	31	10	43	46	31	4	31	32	50	0	5	48	33	4	18
43	42	10	47	46	45	35	50	17	8	40	42	47	17	12	0	44	3	43	32
49	16	30	29	24	27	5	18	38	47	44	10	11	24	22	48	0	45	25	20
21	1	37	17	5	33	25	24	27	27	29	46	29	7	38	10	44	0	37	15
2	11	41	2	15	38	10	49	36	23	15	12	5	19	29	40	5	4	0	27
43	38	31	4	22	8	39	8	18	27	38	15	46	35	43	24	48	21	11	0
