5
2
4 3
1 5
2 5
4 1
5 1
41	16	37	14	26	45	19	20	37	19	39	32	33	10	34	11	43	33	43	34
39	20	23	32	37	34	12	36	41	20	16	38	23	33	36	32	31	31	41	21
1 5   
1.5 10
1
1.5
40	44	19	43	38	48	45	30	40	27	15	15	45	3	16	37	32	28	20	45
0	29	45	31	17	20	38	9	36	45	5	48	44	23	1	21	27	3	35	37
26	0	33	6	11	44	9	2	32	8	42	14	3	34	46	46	4	7	35	31
24	15	0	26	29	40	8	25	2	32	21	27	34	19	9	13	48	27	1	50
31	6	24	0	16	35	34	24	35	25	33	33	43	34	2	40	26	3	40	40
16	22	4	28	0	9	41	36	29	38	30	27	36	50	14	26	4	10	33	37
33	2	46	17	34	0	33	18	20	14	39	13	13	30	32	23	31	22	5	8
17	41	7	12	42	3	0	21	40	6	34	25	47	34	8	26	7	4	49	39
23	32	21	36	19	23	7	0	25	13	22	30	1	19	37	4	1	42	28	15
50	33	41	38	6	44	31	45	0	11	35	15	9	11	37	39	46	30	26	39
34	10	34	17	5	25	44	19	10	0	7	28	2	15	37	15	33	33	27	13
28	49	17	17	13	9	36	45	23	37	0	29	31	40	17	16	42	37	46	30
7	4	14	35	1	19	33	29	50	2	19	0	7	32	33	27	1	24	24	14
14	38	12	6	22	46	26	43	22	49	24	35	0	11	16	36	13	10	39	22
4	12	23	42	10	6	25	34	32	29	30	1	15	0	23	30	3	25	15	48
14	48	49	9	12	31	14	25	44	49	24	27	17	45	0	15	23	35	27	40
13	42	21	38	2	12	13	33	29	48	33	43	15	34	30	0	43	23	16	40
5	29	22	27	29	42	45	22	34	12	21	44	12	43	28	10	0	12	43	11
2	2	15	43	2	37	33	20	31	18	14	11	8	2	49	41	10	0	22	43
3	48	22	26	30	3	11	20	46	36	22	16	26	46	12	16	31	8	0	45
2	48	49	7	6	49	35	21	40	20	33	39	4	4	34	3	20	49	4	0
8	30	13	40	33	6	1	16	16	43	11	14	39	9	16	17	5	39	15	4
0	19	1	24	29	44	4	38	14	29	6	31	30	20	30	22	46	19	3	2
44	0	6	44	41	29	37	30	7	49	49	45	2	11	23	35	3	47	46	23
41	8	0	24	30	21	46	38	48	36	9	6	43	43	10	47	50	16	33	3
21	14	20	0	50	12	10	32	21	5	7	8	37	12	35	42	3	33	28	36
4	32	49	21	0	23	45	43	6	11	23	45	13	8	47	2	4	32	1	37
40	5	46	18	40	0	33	38	10	10	15	17	40	2	2	16	46	16	30	27
18	5	39	9	46	18	0	22	14	7	7	4	45	46	9	50	19	15	21	20
20	47	7	24	20	30	5	0	37	12	14	27	6	37	17	33	43	25	31	4
27	37	7	41	40	16	48	41	0	45	22	10	34	12	27	19	15	15	15	29
4	46	6	49	21	26	39	14	16	0	38	21	40	18	13	12	49	27	25	18
12	12	5	8	16	3	11	18	50	33	0	40	45	19	25	26	25	34	9	35
27	21	20	3	14	37	46	27	14	3	2	0	49	22	1	19	29	5	8	36
9	34	29	38	25	44	10	11	28	26	40	2	0	40	2	32	50	2	12	31
22	32	38	25	11	45	6	34	7	4	44	8	48	0	35	2	40	38	44	38
36	39	7	32	4	5	2	26	12	25	31	42	38	14	0	50	35	34	42	12
39	37	27	35	44	38	5	50	34	26	44	6	16	37	38	0	9	10	6	22
8	10	29	44	16	24	35	31	38	3	9	46	10	42	40	37	0	11	42	16
44	26	9	28	48	49	38	26	30	39	35	26	48	45	6	19	16	0	31	23
17	1	14	31	2	5	39	44	7	4	42	28	40	31	48	19	29	13	0	27
45	23	41	37	28	13	20	32	17	9	17	36	44	14	26	1	39	21	20	0
