5
5
2	4	4	3	4
4	1	1	1	4
5	3	1	2	1
4	3	3	5	5
1	4	3	1	1
28	19	18	41	27	32	46	42	28	10	24	44	36	17	11	17	49	22	23	24	24	36	22	14	19	32	31	47	36	11	32	44	28	26	10	28	14	17	10	33	10	43	37	17	26	32	44	48	14	28	39	27	48	28	15	45	41	35	34	43	42	11	10	37	10	29	33	46	32	35	37	22	23	18	34	46	19	14	17	29	50	49	39	43	31	39	41	23	45	36	39	23	11	31	48	39	23	44	15	22
17	24	20	24	40	34	11	34	43	44	40	12	43	28	26	22	11	33	31	28	22	26	37	23	34	12	40	43	17	22	34	39	33	31	39	13	27	46	47	26	44	49	17	24	10	18	27	45	14	25	42	26	11	33	15	31	42	21	41	21	40	36	34	48	34	32	16	33	47	25	35	32	20	30	49	14	35	25	21	44	30	32	27	11	49	16	39	14	34	37	16	10	32	43	26	30	50	15	12	27
10	37	10	36	22	21	13	26	31	22	22	34	33	49	44	21	36	36	26	41	47	46	48	42	50	30	18	14	13	47	39	11	44	33	22	46	43	45	47	35	30	45	13	21	41	20	33	29	23	29	11	26	32	22	18	46	34	11	30	47	11	39	37	42	22	27	22	10	26	35	28	45	41	17	46	25	15	38	38	32	20	10	19	48	29	10	16	32	19	41	32	33	43	41	35	25	39	22	48	40
42	41	29	36	21	46	11	18	47	50	23	25	22	24	50	24	16	10	50	39	44	24	15	43	11	10	37	22	47	37	42	27	27	34	46	18	19	47	16	10	26	44	35	39	31	32	19	24	23	40	42	50	46	21	25	41	47	35	49	13	48	50	32	14	16	26	48	38	20	29	38	50	42	36	21	46	49	28	15	20	19	50	37	29	46	27	20	26	12	19	38	34	31	34	15	50	13	36	12	12
17	21	37	10	46	45	32	20	43	41	21	25	39	34	49	36	20	25	39	36	10	26	21	39	23	33	49	44	28	33	47	34	36	37	19	13	12	21	17	15	28	38	11	35	24	50	12	50	27	14	19	40	42	22	26	17	38	21	18	37	42	21	22	46	17	36	16	49	23	33	32	24	31	30	15	21	50	37	44	33	36	39	44	10	30	11	37	37	20	20	33	36	33	21	43	25	47	34	37	40
1 5   
1.5 10
1
1.5
19	6	17	3	10	7	1	34	20	44	11	41	20	18	24	1	33	9	24	27	11	31	31	19	25	38	25	43	41	36	45	9	32	13	14	44	24	8	33	20	18	33	10	7	23	12	33	45	42	41	6	41	19	50	3	48	33	42	45	6	33	7	48	46	34	28	6	20	22	5	14	13	19	6	40	17	19	45	32	6	33	12	44	36	9	32	40	22	23	2	33	38	40	35	22	46	1	7	25	26
0	40	32	22	36	9	48	15	9	10	48	39	25	26	19	27	25	24	48	49	4	38	21	32	5	14	48	48	16	1	22	4	34	1	8	6	29	45	41	11	34	16	32	10	33	32	30	21	1	37	39	38	7	22	37	43	32	28	16	32	25	19	41	4	32	50	17	33	48	42	1	1	11	48	25	1	35	17	19	8	6	7	32	5	17	47	1	20	5	43	44	21	45	11	9	7	39	26	4	28
31	0	36	33	41	45	34	34	35	8	9	49	49	13	48	34	22	22	24	2	41	5	15	35	9	35	22	40	17	38	15	43	1	33	4	30	3	36	39	18	32	20	3	12	9	32	14	46	29	18	27	27	45	2	31	40	30	41	41	3	32	48	22	22	47	41	8	24	23	38	29	47	2	49	32	14	50	20	45	28	43	9	49	13	22	1	41	42	49	39	47	50	32	15	22	7	43	21	2	48
13	30	0	17	29	39	49	34	18	42	11	37	29	2	9	17	39	5	46	30	11	50	8	26	39	1	5	37	34	29	40	19	30	34	39	5	4	13	1	5	23	11	27	23	23	18	42	22	1	25	5	28	28	3	24	11	36	39	33	30	32	42	5	41	15	5	15	10	31	21	4	28	21	29	7	43	49	49	24	39	42	43	14	19	43	29	10	40	18	17	13	46	8	16	19	29	19	41	23	46
16	5	12	0	28	24	29	2	7	4	4	2	20	15	27	15	44	43	10	4	12	31	25	16	23	24	25	2	8	2	45	11	38	18	12	18	34	33	3	29	30	38	1	37	20	39	36	15	23	2	26	34	19	26	31	36	40	44	14	5	3	46	9	48	3	23	24	27	44	36	25	46	23	43	35	50	1	11	45	10	41	21	9	13	49	25	18	39	10	10	31	35	18	36	27	39	13	39	47	28
12	32	39	41	0	1	50	28	12	27	35	37	43	43	34	11	19	47	35	43	43	47	27	11	11	7	39	44	16	21	19	34	25	49	14	8	50	43	28	31	41	44	5	32	32	47	48	3	27	47	22	26	41	14	43	36	43	13	18	21	1	21	34	11	37	18	49	40	33	26	6	15	31	50	26	2	42	38	8	22	26	7	5	3	42	34	6	2	21	4	15	11	44	3	41	38	43	6	7	33
36	48	37	41	6	0	19	27	12	38	4	36	32	29	11	13	34	35	49	22	44	16	12	45	21	42	50	28	28	37	47	41	43	15	18	37	7	31	17	31	46	19	34	12	29	6	21	42	2	2	6	20	37	11	20	27	36	17	43	12	4	15	24	4	20	6	48	24	9	32	21	16	40	15	3	11	45	24	5	3	49	25	20	18	31	28	4	46	29	2	25	19	33	24	28	47	27	21	29	46
1	36	26	38	16	27	0	14	49	4	1	7	41	28	14	20	14	26	32	36	13	35	43	49	27	49	12	13	11	14	7	18	2	29	32	37	9	28	1	9	31	32	42	11	41	11	7	42	22	50	5	2	19	13	50	23	4	49	21	34	45	46	4	42	26	30	14	22	4	37	41	49	29	18	22	48	15	39	47	42	33	46	19	26	25	22	19	7	44	17	32	10	50	14	42	46	45	33	36	36
5	18	28	46	45	8	32	0	12	49	37	30	17	43	17	15	29	30	4	46	41	20	31	39	37	9	11	14	38	22	9	33	42	42	43	35	17	43	24	41	18	21	9	48	7	34	7	39	35	39	15	35	1	38	37	40	32	1	35	6	21	23	1	15	31	45	30	15	22	1	7	34	37	34	11	47	12	46	35	22	34	34	20	12	4	49	23	44	14	5	50	19	22	32	8	4	39	47	34	6
46	35	23	14	37	49	45	31	0	32	19	21	30	10	27	9	3	7	47	3	39	29	1	27	23	17	46	30	11	28	26	39	34	38	12	2	2	14	22	27	24	32	14	40	45	45	28	34	41	1	14	5	34	50	19	23	12	35	21	44	19	8	16	31	33	45	10	30	18	5	22	46	10	9	42	49	10	21	39	46	3	26	33	16	33	49	28	24	7	16	45	50	10	23	22	17	49	47	13	36
42	8	23	21	43	4	13	38	37	0	36	27	11	43	11	47	17	1	31	12	12	15	10	8	1	49	48	2	1	40	31	26	38	42	11	1	20	7	13	15	1	34	18	44	39	12	26	32	18	33	44	26	42	46	32	7	46	29	21	46	11	38	17	47	48	27	31	12	16	7	21	13	28	25	46	46	21	38	50	18	4	47	32	11	17	16	17	11	22	36	47	13	14	49	28	20	1	6	45	21
13	33	19	49	28	31	27	8	3	32	0	22	47	22	21	19	14	12	49	3	4	14	31	45	32	38	46	50	5	20	16	29	43	42	37	29	46	21	20	34	30	3	49	8	15	17	24	6	3	45	17	27	24	43	47	6	30	28	31	7	4	38	14	26	20	26	13	3	47	2	16	13	3	40	40	37	4	26	1	50	23	2	13	16	41	11	12	5	33	49	47	40	1	6	22	21	35	41	12	13
50	1	32	16	46	36	2	43	30	16	50	0	1	40	31	7	45	8	36	7	17	3	31	50	16	23	31	6	46	11	48	46	18	28	49	12	11	44	15	49	16	10	24	40	18	15	40	19	20	29	6	45	1	34	9	50	13	46	34	50	13	9	17	11	33	32	32	37	38	38	34	35	3	19	32	13	12	17	47	37	10	16	43	19	45	17	5	25	30	33	33	32	17	22	20	38	34	47	30	8
4	18	29	33	37	16	15	29	8	31	43	43	0	21	40	14	26	31	30	16	20	42	26	26	1	2	3	45	41	12	4	46	46	20	9	50	49	9	27	11	42	19	24	38	47	19	20	47	37	15	11	49	3	34	14	6	24	17	14	5	27	11	1	44	39	9	37	28	22	26	6	17	40	39	23	19	30	50	3	50	8	44	5	20	28	5	44	49	7	25	48	30	38	11	18	5	5	47	14	21
16	37	27	47	17	19	11	48	15	21	26	48	35	0	4	16	45	42	41	16	29	3	34	5	10	26	19	20	37	17	20	50	27	27	17	10	6	30	5	40	43	50	23	50	28	18	34	37	38	31	45	33	6	17	39	47	25	3	31	37	1	45	20	12	42	12	21	48	47	48	48	27	20	31	17	3	5	11	12	5	40	37	12	11	45	34	20	5	23	2	4	41	5	19	25	46	29	44	29	32
